GEOID,tract_name,opportunity_access_index,opportunity_access_tier,job_access_opportunity_norm,wage_opportunity_norm,housing_affordability_opportunity_norm,transit_access_opportunity_norm,vehicle_access_opportunity_norm,total_jobs,resident_workers,jobs_worker_ratio,median_rent,median_household_income,nearest_stop_miles,stops_within_0_5_mi,routes_within_0_5_mi
31055007457,Census Tract 74.57,58.5,Moderate,0.13678934492311146,0.6539921860337785,1.0,,0.6864703698547499,4838,1590,3.0427672955974843,974.0,58148.0,,,
31055007458,Census Tract 74.58,53.1,Moderate,0.004321222634164788,0.5168296129358179,1.0,,0.8005030791916039,221,1581,0.13978494623655913,967.0,67614.0,,,
31055007459,Census Tract 74.59,54.3,Moderate,0.05279579654283645,0.49050543524740575,1.0,,0.8203506536839872,2076,1727,1.2020845396641575,1207.0,59036.0,,,
31055007461,Census Tract 74.61,52.0,Moderate,0.006567004808300368,0.35540157727596267,1.0,,0.9539458930034372,622,3291,0.18900030385900943,1470.0,151783.0,,,
31055007462,Census Tract 74.62,62.0,Moderate,0.06387314296779317,0.6727144713168421,1.0,,0.9709272929517646,3654,2529,1.4448398576512456,1411.0,79063.0,,,
31055007463,Census Tract 74.63,55.7,Moderate,0.027654513896725744,0.47808780626656966,1.0,,0.9534206967889882,1564,2402,0.6511240632805995,1180.0,79453.0,,,
31055007464,Census Tract 74.64,67.8,Higher,0.05536584149247432,0.9355227163897346,1.0,,0.9416692027882846,2021,1606,1.2584059775840597,1548.0,88316.0,,,
31055007454,Census Tract 74.54,58.6,Moderate,0.03727754736302422,0.6555602657251611,1.0,,0.8566878108635161,1974,2290,0.8620087336244542,1778.0,107581.0,,,
31055000300,Census Tract 3,35.9,Moderate,0.0018973433586356022,0.508482432107783,0.5975131915782874,,0.43682664054848186,91,1050,0.08666666666666667,1209.0,40656.0,,,
31055000400,Census Tract 4,68.5,Higher,0.16006279556821565,0.96402034036502,1.0,,0.7690857360668684,2288,644,3.5527950310559007,946.0,63611.0,,,
31055006604,Census Tract 66.04,55.1,Moderate,0.020313220000987613,0.6480424331170902,1.0,,0.7068850700706011,1030,2101,0.4902427415516421,968.0,71250.0,,,
31055006701,Census Tract 67.01,70.0,Higher,0.3888594957338012,0.7759051773913354,1.0,,0.7173203455037072,15523,1812,8.566777041942604,1127.0,115653.0,,,
31055006704,Census Tract 67.04,69.6,Higher,0.25771297421852946,0.8322975488185748,1.0,,0.8384734923196462,4873,856,5.692757009345795,1564.0,99688.0,,,
31055006803,Census Tract 68.03,56.0,Moderate,0.11183643647515526,0.5880359293009205,1.0,,0.6849854476973123,2763,1107,2.4959349593495936,1131.0,97154.0,,,
31055006903,Census Tract 69.03,58.6,Moderate,0.010034684616274563,0.6343271662230753,1.0,,0.9298117122890537,380,1434,0.2649930264993027,1125.0,91193.0,,,
31055006904,Census Tract 69.04,55.6,Moderate,0.016439004524273947,0.4966294353319737,1.0,,0.9416006500101566,850,2097,0.40534096328087743,1559.0,118023.0,,,
31055006905,Census Tract 69.05,59.4,Moderate,0.11475818958561468,0.6011011511158573,1.0,,0.8436918762697803,2839,1109,2.5599639314697926,1254.0,76250.0,,,
31055006906,Census Tract 69.06,57.2,Moderate,0.02821643190998726,0.6502550334890483,1.0,,0.802744425385935,1096,1652,0.6634382566585957,1526.0,78750.0,,,
31055007001,Census Tract 70.01,63.1,Moderate,0.23111528310164464,0.8512500459890309,0.992947076955227,,0.5190691966392902,11068,2166,5.109879963065558,1288.0,51385.0,,,
31055007002,Census Tract 70.02,50.9,Moderate,0.005307448750165535,0.480199544491143,1.0,,0.7322654540016587,291,1803,0.16139767054908485,1199.0,74739.0,,,
31055000700,Census Tract 7,47.8,Moderate,0.012178134331289135,0.5833211972029713,1.0,,0.42039942039942035,146,468,0.31196581196581197,850.0,37422.0,,,
31055000800,Census Tract 8,62.0,Moderate,0.011495608375213882,0.8703837649146275,1.0,,0.7950544055737133,278,936,0.297008547008547,1128.0,60578.0,,,
31055001100,Census Tract 11,30.6,Lower,0.03127432973000917,0.7252673387260506,0.45896243665430214,,0.0,794,1087,0.7304507819687213,1096.0,33484.0,,,
31055001200,Census Tract 12,43.7,Moderate,0.03749712260221931,0.8450902827814718,0.48236769238806776,,0.498919408812047,1126,1299,0.8668206312548113,1044.0,31852.0,,,
31055001600,Census Tract 16,45.1,Moderate,0.6106285682213237,0.6930123469856075,0.0,,0.4653781826984441,8432,628,13.426751592356688,1361.0,35299.0,,,
31055001800,Census Tract 18,73.4,Higher,0.39623210703312783,0.8451883459005537,1.0,,0.7935469928394459,19246,2205,8.728344671201814,1417.0,76441.0,,,
31055001900,Census Tract 19,52.4,Moderate,0.0634650847449439,0.7878521404460709,1.0,,0.30358743308383607,1120,780,1.435897435897436,941.0,39163.0,,,
31055002000,Census Tract 20,59.8,Moderate,0.06076940279760755,0.7131093360298232,1.0,,0.8033323561028047,1794,1303,1.3768227168073677,1170.0,47020.0,,,
31055006806,Census Tract 68.06,65.5,Moderate,0.22309512497949027,0.8149491333444048,1.0,,0.6998344792462441,5842,1184,4.934121621621622,1097.0,58846.0,,,
31055004000,Census Tract 40,50.6,Moderate,0.10022062046816888,0.6730888380366282,0.8159448304686274,,0.5436873132735811,3250,1450,2.2413793103448274,1013.0,36997.0,,,
31055004200,Census Tract 42,70.5,Higher,0.29091156049245637,1.0,1.0,,0.6101425211014253,4873,759,6.420289855072464,980.0,51957.0,,,
31055004300,Census Tract 43,55.8,Moderate,0.07458964843079548,0.7133854270217607,1.0,,0.568256903937655,2365,1408,1.6796875,1232.0,49878.0,,,
31055004500,Census Tract 45,56.5,Moderate,0.009192369789780908,0.6476089154933891,1.0,,0.8033722643097644,409,1659,0.24653405666063893,1264.0,64412.0,,,
31055004600,Census Tract 46,55.0,Moderate,0.02850055800739134,0.5062300182335515,1.0,,0.8765845795334087,819,1223,0.669664758789861,1040.0,113550.0,,,
31055007102,Census Tract 71.02,64.4,Moderate,0.02091527072334525,0.8494348558276459,1.0,,0.9336219336219338,879,1746,0.5034364261168385,1339.0,88844.0,,,
31055007460,Census Tract 74.60,52.8,Moderate,0.009155519382955871,0.36707393046276326,1.0,,0.9793159515381739,575,2340,0.24572649572649571,1476.0,172619.0,,,
31055003600,Census Tract 36,53.3,Moderate,0.01873153845102764,0.47655446544055013,1.0,,0.8413880613483395,1000,2195,0.45558086560364464,1611.0,89421.0,,,
31055003700,Census Tract 37,55.4,Moderate,0.009990463252077097,0.48034321061950735,1.0,,0.9616543960734104,353,1337,0.26402393418100223,1317.0,95208.0,,,
31055003800,Census Tract 38,65.7,Moderate,0.0846249248747415,0.9926160368243584,1.0,,0.7086311621195344,2895,1524,1.8996062992125984,1048.0,64527.0,,,
31055006302,Census Tract 63.02,50.3,Moderate,0.018601620820299876,0.5847187608441907,1.0,,0.5376739550468366,886,1957,0.45273377618804295,1073.0,61581.0,,,
31055006400,Census Tract 64,51.0,Moderate,0.016624542689482453,0.34815151724202487,1.0,,0.8933771189989115,1001,2445,0.40940695296523516,1122.0,61599.0,,,
31055007312,Census Tract 73.12,54.5,Moderate,0.11296441123823635,0.6736391991023537,1.0,,0.4847670250896057,2929,1162,2.5206540447504304,1061.0,45941.0,,,
31055007406,Census Tract 74.06,55.5,Moderate,0.024310532721695612,0.49816874752577534,1.0,,0.9221717171717172,1596,2762,0.5778421433743663,1099.0,72075.0,,,
31055007407,Census Tract 74.07,59.1,Moderate,0.043092927438106936,0.7396506257353603,1.0,,0.7591946694669468,1782,1801,0.9894503053858967,1234.0,64570.0,,,
31055007408,Census Tract 74.08,51.0,Moderate,0.038886000255734965,0.3725704019150661,1.0,,0.8252197904975686,2061,2297,0.8972572921201567,1261.0,62969.0,,,
31055003000,Census Tract 30,59.6,Moderate,0.0002951624286029497,0.6944230808977984,1.0,,0.9194354988209024,174,3375,0.051555555555555556,1626.0,71199.0,,,
31055003100,Census Tract 31,64.1,Moderate,0.17832768988238912,0.839422890416148,1.0,,0.6709020146520147,6906,1747,3.953062392673154,1216.0,60385.0,,,
31055003200,Census Tract 32,47.0,Moderate,0.050015818828585586,0.7366763079877059,1.0,,0.10845959595959598,962,843,1.1411625148279954,775.0,43571.0,,,
31055003300,Census Tract 33,52.3,Moderate,0.029864113041484047,0.5797784498772208,1.0,,0.6351708035125123,617,882,0.699546485260771,936.0,50662.0,,,
31055003402,Census Tract 34.02,55.2,Moderate,0.004829140567507426,0.4940166866922082,1.0,,0.9420929131796532,206,1365,0.1509157509157509,1577.0,88417.0,,,
31055003500,Census Tract 35,56.9,Moderate,0.01222851618649226,0.6539271377147186,1.0,,0.8067936271621022,721,2303,0.3130699088145897,1201.0,60730.0,,,
31055007442,Census Tract 74.42,59.5,Moderate,0.020310746418689855,0.6605203686184159,0.9993330569224801,,0.9237868018622531,1274,2599,0.49018853405155827,,119875.0,,,
31055007443,Census Tract 74.43,56.6,Moderate,0.06269777295581583,0.5729120121246861,1.0,,0.8174277152666152,2350,1656,1.4190821256038648,1121.0,105819.0,,,
31055007317,Census Tract 73.17,61.8,Moderate,0.020209205892828805,0.8276231969848138,1.0,,0.8274984174166737,1277,2617,0.48796331677493315,1773.0,102781.0,,,
31055007314,Census Tract 73.14,58.8,Moderate,0.0015605871528984417,0.6171155988649817,1.0,,0.9784024455077087,209,2636,0.07928679817905918,2025.0,122381.0,,,
31055007470,Census Tract 74.70,55.2,Moderate,0.01210277883553002,0.4576879396826399,1.0,,0.981876399827942,1056,3403,0.3103144284454893,1404.0,91736.0,,,
31055007516,Census Tract 75.16,61.5,Moderate,0.006412923540250096,0.7903471441688014,1.0,,0.8840702433516805,439,2365,0.18562367864693446,2154.0,139290.0,,,
31055007315,Census Tract 73.15,57.0,Moderate,0.010487453086487132,0.5551998843623449,1.0,,0.9497239501361514,811,2950,0.27491525423728813,1420.0,108149.0,,,
31055007318,Census Tract 73.18,54.9,Moderate,0.01100075930643348,0.4950144223260985,0.9997636023782547,,0.9169434154248127,1454,5081,0.2861641409171423,,146250.0,,,
31055007316,Census Tract 73.16,60.2,Moderate,0.002092712178362471,0.667118241334915,1.0,,0.9848352981512251,212,2331,0.09094809094809095,1592.0,142778.0,,,
31055007509,Census Tract 75.09,65.1,Moderate,0.02038585528499105,0.8566019087992752,1.0,,0.9604354168386868,1807,3674,0.4918345127925966,2205.0,179444.0,,,
31055003900,Census Tract 39,55.0,Moderate,0.01113377983991917,0.6798160474743332,1.0,,0.6746001238601662,270,934,0.2890792291220557,1176.0,54713.0,,,
31055007508,Census Tract 75.08,61.7,Moderate,0.03095549646842093,0.7235270810462457,1.0,,0.9408233276157806,1036,1432,0.723463687150838,1382.0,111889.0,,,
31055006804,Census Tract 68.04,59.0,Moderate,0.02301852300022022,0.5812605344775367,1.0,,1.0,466,848,0.5495283018867925,,206705.0,,,
31055005902,Census Tract 59.02,51.9,Moderate,0.009532326541403789,0.6275688785877453,1.0,,0.5796783625730996,255,1004,0.2539840637450199,1138.0,57545.0,,,
31055007441,Census Tract 74.41,67.4,Higher,0.02123735441051287,0.9487747706156185,1.0,,0.9633328231813081,681,1334,0.5104947526236882,,152800.0,,,
31055007505,Census Tract 75.05,62.1,Moderate,0.00832171871948006,0.7653998714885577,1.0,,0.9467723052628714,570,2506,0.22745411013567438,1513.0,152301.0,,,
31055007451,Census Tract 74.51,62.5,Moderate,0.07567993465082225,0.6819627142183192,1.0,,0.9658204576237364,4615,2709,1.703580657069029,1448.0,89083.0,,,
31055007468,Census Tract 74.68,59.9,Moderate,0.019868606202751733,0.6418611673193837,1.0,,0.9719687219687221,616,1282,0.48049921996879874,1072.0,90625.0,,,
31055007452,Census Tract 74.52,46.3,Moderate,0.018156575839329562,0.15607821585810222,1.0,,0.8978146963391007,1177,2657,0.44298080541964624,1073.0,157250.0,,,
31055007101,Census Tract 71.01,59.6,Moderate,0.04800063576005058,0.683321636816462,1.0,,0.8524176188110616,1719,1567,1.0970006381620931,1280.0,66313.0,,,
31055006503,Census Tract 65.03,54.3,Moderate,0.021548769305683762,0.46386693283479385,1.0,,0.9107257018649425,687,1328,0.5173192771084337,1313.0,93148.0,,,
31055006504,Census Tract 65.04,53.9,Moderate,0.04409375614625486,0.5871394624766304,1.0,,0.684037184037184,1777,1757,1.0113830392714855,1142.0,70173.0,,,
31055006505,Census Tract 65.05,52.4,Moderate,0.11872887767083311,0.6906812412162655,1.0,,0.33999081726354474,1972,745,2.646979865771812,1107.0,67317.0,,,
31055006506,Census Tract 65.06,49.4,Moderate,0.018251376342964278,0.7275009436825485,0.8484405203489889,,0.5044854135763227,725,1629,0.44505831798649476,883.0,32419.0,,,
31055006603,Census Tract 66.03,51.2,Moderate,0.02307004506420235,0.669318069438975,0.9103495115197742,,0.5883553447023124,712,1293,0.5506573859242073,938.0,35804.0,,,
31055007444,Census Tract 74.44,60.5,Moderate,0.07927951523757325,0.8111361708398389,1.0,,0.6773288439955107,4818,2703,1.7824639289678135,1212.0,50271.0,,,
31055007445,Census Tract 74.45,59.7,Moderate,0.22388684181802063,0.7020474399661145,1.0,,0.5427273560002331,6224,1257,4.9514717581543355,1152.0,55953.0,,,
31055007446,Census Tract 74.46,55.0,Moderate,0.0018187268857496309,0.5002235812356006,1.0,,0.9291203527605203,189,2225,0.08494382022471911,1531.0,165000.0,,,
31055007447,Census Tract 74.47,64.3,Moderate,0.0019284092799393738,0.8183715203485729,1.0,,1.0,136,1557,0.08734746307000642,1376.0,101016.0,,,
31055007448,Census Tract 74.48,60.0,Moderate,0.07555799746174895,0.7297307357728042,1.0,,0.7668619161214643,2434,1431,1.7009084556254368,891.0,107257.0,,,
31055007449,Census Tract 74.49,62.1,Moderate,0.16357485095993096,0.56822632068831,1.0,,0.9496632996632998,5147,1418,3.6297602256699575,1820.0,110263.0,,,
31055007450,Census Tract 74.50,61.4,Moderate,0.009462735984261875,0.7127354175210574,1.0,,0.9748666841507125,462,1830,0.25245901639344265,2096.0,100083.0,,,
31055007453,Census Tract 74.53,58.5,Moderate,0.0022836651298796125,0.6256341444268289,1.0,,0.9495521682077573,172,1808,0.09513274336283185,2146.0,138333.0,,,
31055007455,Census Tract 74.55,57.6,Moderate,0.04468129763188633,0.5210544579689547,1.0,,0.9703669346526491,1140,1113,1.0242587601078168,1221.0,58592.0,,,
31055006805,Census Tract 68.05,63.0,Moderate,0.07866019031400467,0.7155513540159159,1.0,,0.9426414843386315,2809,1588,1.7688916876574308,1883.0,124476.0,,,
31055000200,Census Tract 2,59.1,Moderate,0.030158256307383936,0.7776070553564893,1.0,,0.7309552383809811,1131,1602,0.7059925093632958,1171.0,48136.0,,,
31055007431,Census Tract 74.31,51.9,Moderate,0.0210837377721244,0.36338898608408843,1.0,,0.915776090370058,1245,2455,0.5071283095723014,1542.0,95352.0,,,
31055007311,Census Tract 73.11,50.5,Moderate,0.02161371081508643,0.58803359484769,1.0,,0.5413316841888272,858,1654,0.5187424425634825,1002.0,54935.0,,,
31055002100,Census Tract 21,49.4,Moderate,0.01938344920334813,0.6429809197108125,1.0,,0.41039179675543314,460,979,0.4698672114402451,1080.0,44531.0,,,
31055004400,Census Tract 44,81.5,Higher,0.676244226017229,0.9016133017450269,1.0,,0.6852394916911047,11535,776,14.864690721649485,1156.0,56083.0,,,
31055007438,Census Tract 74.38,56.5,Moderate,0.021740525010613732,0.598090459691657,0.999151683623511,,0.8455297657425318,521,999,0.5215215215215215,,107115.0,,,
31055006703,Census Tract 67.03,69.0,Higher,0.18911712223710356,0.8759974766758446,1.0,,0.8634337845956104,6389,1525,4.189508196721311,1216.0,88125.0,,,
31055000500,Census Tract 5,70.7,Higher,0.3486933850657602,0.7655730874001603,1.0,,0.837722512868468,8632,1123,7.686553873552983,1427.0,72708.0,,,
31055003401,Census Tract 34.01,57.7,Moderate,0.012846403442663657,0.6963870653618619,1.0,,0.7917645446715216,583,1785,0.3266106442577031,1147.0,58125.0,,,
31055005200,Census Tract 52,43.3,Moderate,0.007313395756609904,0.15372724691630657,1.0,,0.758931008931009,138,672,0.20535714285714285,1031.0,50500.0,,,
31055006303,Census Tract 63.03,51.6,Moderate,0.005886705901167083,0.53138788500991,1.0,,0.7004196237467615,254,1459,0.17409184372858122,1124.0,70545.0,,,
31055004700,Census Tract 47,63.1,Moderate,0.1348789457494346,0.6309838319942149,0.9995820490047542,,0.9683195592286502,3328,1109,3.000901713255185,,194327.0,,,
31055004800,Census Tract 48,55.2,Moderate,0.018641524460249196,0.5844176329049668,1.0,,0.8011839066152167,968,2134,0.4536082474226804,893.0,60052.0,,,
31055004900,Census Tract 49,48.6,Moderate,0.03065304097361557,0.5758047485438507,1.0,,0.43743719921730395,1486,2073,0.7168355041003377,1063.0,44278.0,,,
31055005000,Census Tract 50,56.0,Moderate,0.014262460971612295,0.6427454059486029,1.0,,0.7716287245010058,613,1714,0.35764294049008166,1092.0,52926.0,,,
31055005100,Census Tract 51,69.5,Higher,0.32395742738171046,0.9063934027143052,1.0,,0.6271643212465681,7566,1059,7.144475920679887,1060.0,51225.0,,,
31055005300,Census Tract 53,38.8,Moderate,0.008379389867190295,0.7451979996256831,0.3991954443341519,,0.5281695360311713,223,975,0.2287179487179487,1100.0,32500.0,,,
31055005400,Census Tract 54,54.4,Moderate,0.005949257971556434,0.6149089876652261,1.0,,0.7393514172704009,256,1459,0.17546264564770392,1000.0,42954.0,,,
31055005500,Census Tract 55,53.3,Moderate,0.0028058017507239744,0.4319996193004003,1.0,,0.929204280740117,295,2768,0.10657514450867052,1190.0,122813.0,,,
31055005600,Census Tract 56,55.5,Moderate,0.03406963924917301,0.5106571765380756,1.0,,0.8881796446915361,1566,1978,0.7917087967644085,1125.0,69004.0,,,
31055002200,Census Tract 22,56.4,Moderate,0.011552057890378,0.5425667538222583,1.0,,0.9319052594914665,204,684,0.2982456140350877,1159.0,75156.0,,,
31055002300,Census Tract 23,53.1,Moderate,0.01794200584968682,0.6470844579500343,1.0,,0.6052179883281841,387,883,0.43827859569648925,955.0,52125.0,,,
31055002400,Census Tract 24,27.5,Lower,0.011083278261543676,0.35404962595283007,0.18557024188913884,,0.728170945019619,419,1455,0.28797250859106527,1569.0,47171.0,,,
31055002500,Census Tract 25,54.2,Moderate,0.03230060545981367,0.5373062909045905,1.0,,0.787755747732546,832,1105,0.7529411764705882,1038.0,67907.0,,,
31055002600,Census Tract 26,52.9,Moderate,0.0076721740595940245,0.4304362913656583,1.0,,0.901953619799279,200,938,0.21321961620469082,1266.0,67917.0,,,
31055002700,Census Tract 27,52.5,Moderate,0.01743114660036832,0.5451693097958773,1.0,,0.7092183210518712,410,960,0.4270833333333333,1136.0,58092.0,,,
31055002800,Census Tract 28,55.4,Moderate,0.0016487237514885957,0.6972628699418189,1.0,,0.6898597626752969,112,1379,0.08121827411167512,999.0,61042.0,,,
31055002900,Census Tract 29,56.4,Moderate,0.06264110974766997,0.6749746006987498,1.0,,0.6701876069959938,2718,1917,1.4178403755868545,1025.0,44611.0,,,
31055007003,Census Tract 70.03,69.9,Higher,0.22489272454915665,0.8275273890400304,1.0,,0.914226654732984,6197,1246,4.973515248796148,1424.0,74457.0,,,
31055006301,Census Tract 63.01,45.4,Moderate,0.010280624566074929,0.5652432617384193,1.0,,0.31924256111247995,325,1202,0.2703826955074875,820.0,53816.0,,,
31055007303,Census Tract 73.03,61.9,Moderate,0.011456373815416728,0.7327895222961158,1.0,,0.9717597367516332,446,1506,0.2961487383798141,1768.0,111136.0,,,
31055007304,Census Tract 73.04,65.4,Moderate,0.05940813148563873,0.8165664028215976,0.9983580496615343,,0.9690589302461449,1052,781,1.3469910371318823,,90156.0,,,
31055007309,Census Tract 73.09,62.8,Moderate,0.0,0.7628352063960115,1.0,,1.0,106,2351,0.045087196937473414,2152.0,97849.0,,,
31055007310,Census Tract 73.10,43.7,Moderate,0.010087921761841943,0.0,1.0,,0.982684597250185,420,1578,0.2661596958174905,1329.0,88682.0,,,
31055005700,Census Tract 57,51.9,Moderate,0.010775237314142542,0.5603922962667914,1.0,,0.6718673468444742,626,2226,0.2812219227313567,1172.0,58117.0,,,
31055005800,Census Tract 58,56.8,Moderate,0.003752706179519817,0.7639061654456462,1.0,,0.6730970911298781,260,2042,0.12732615083251714,859.0,66869.0,,,
31055005901,Census Tract 59.01,57.9,Moderate,0.0003558097349856365,0.8077668065238651,0.9950890758058619,,0.6854485776805253,55,1040,0.052884615384615384,1134.0,45266.0,,,
31055006000,Census Tract 60,47.2,Moderate,0.0035941015702445826,0.44596122125225546,0.8932657645891019,,0.7235208232428526,202,1631,0.12385039852851011,1196.0,45797.0,,,
31055006101,Census Tract 61.01,38.3,Moderate,0.0031829865972090145,0.48010201729246493,0.7791651428869967,,0.357005607005607,130,1132,0.11484098939929328,1095.0,39573.0,,,
31055006102,Census Tract 61.02,45.6,Moderate,0.028830592391616262,0.4768966448030184,0.7439005276631316,,0.7563297344136417,1213,1792,0.6768973214285714,1152.0,41178.0,,,
31055006202,Census Tract 62.02,48.8,Moderate,0.012411708673599012,0.3711511422620637,1.0,,0.7558830664725862,683,2154,0.31708449396471683,1041.0,54630.0,,,
31055000600,Census Tract 6,25.7,Lower,0.008053671121909528,0.38632325529402245,0.13781934068230506,,0.6596827651515151,115,519,0.22157996146435452,1059.0,25857.0,,,
31055007465,Census Tract 74.65,60.0,Moderate,0.0159571098580024,0.8012206038124811,1.0,,0.7701838529176659,953,2414,0.3947804473902237,1312.0,80660.0,,,
31055007466,Census Tract 74.66,50.3,Moderate,0.017036301826423284,0.3999301061799321,1.0,,0.7859301392203227,1285,3071,0.4184304786714425,1063.0,72689.0,,,
31055007467,Census Tract 74.67,61.9,Moderate,0.05063227862914967,0.7235344389986492,1.0,,0.9193715036384303,2904,2515,1.1546719681908548,1036.0,69531.0,,,
31055007504,Census Tract 75.04,67.0,Higher,0.09073765626872662,0.9238536329612667,1.0,,0.8552188552188553,3817,1877,2.033564198188599,988.0,102050.0,,,
31055007506,Census Tract 75.06,56.9,Moderate,0.05113855225899735,0.47884008129326605,1.0,,0.9758362750042026,2159,1852,1.1657667386609072,1491.0,115500.0,,,
31055007469,Census Tract 74.69,57.0,Moderate,0.007893083732794204,0.562101918113823,1.0,,0.9425403770323559,524,2403,0.21806075738660008,1702.0,123790.0,,,
31055007471,Census Tract 74.71,40.2,Moderate,0.02786692192176266,0.07244617383412144,1.0,,0.6672658791302861,1305,1990,0.6557788944723618,1399.0,113523.0,,,
31055007517,Census Tract 75.17,56.0,Moderate,0.003736916912250307,0.4843169303838488,1.0,,1.0,505,3977,0.12698013578073925,2074.0,132242.0,,,
31055007514,Census Tract 75.14,57.3,Moderate,0.022302220837097927,0.5121853753269299,1.0,,1.0,1073,2010,0.5338308457711443,1762.0,243857.0,,,
31055007515,Census Tract 75.15,58.7,Moderate,0.03073932162804376,0.560423381163244,1.0,,1.0,1896,2638,0.7187263078089462,1302.0,161823.0,,,
31055007472,Census Tract 74.72,54.3,Moderate,0.024944317496417633,0.3927093425591236,1.0,,1.0,1374,2322,0.5917312661498708,2652.0,109398.0,,,
